word,negative,positive
beholder,2.0,2.0
infinite,1.0,5.0
hadley,5.0,15.0
infatuation,3.0,5.0
bacall's,1.0,2.0
bogart's,2.0,1.0
deteriorating,3.0,2.0
mousiness,1.0,0.0
marylee,1.0,7.0
wearily,1.0,2.0
malone's,2.0,4.0
outshines,1.0,0.0
hadley's,2.0,2.0
decor,2.0,8.0
egger,1.0,0.0
stanwick's,1.0,0.0
secs,1.0,1.0
defected,1.0,0.0
nimh,3.0,1.0
mistreatment,2.0,4.0
barkin,2.0,2.0
puffing,1.0,2.0
pitbull,1.0,0.0
carface,3.0,19.0
whippet,2.0,1.0
annabelle,1.0,4.0
dachshund,1.0,0.0
carface's,1.0,2.0
annemarie,5.0,0.0
danky,1.0,0.0
generosity,2.0,5.0
impactful,1.0,3.0
strouse,1.0,0.0
kuenster,1.0,0.0
annemarie's,1.0,0.0
gator's,1.0,1.0
mellifluous,1.0,0.0
reynolds',1.0,2.0
collie,1.0,3.0
melba,4.0,1.0
barsi,2.0,4.0
legitimately,1.0,0.0
bluth's,2.0,1.0
admittingly,1.0,0.0
heartrending,1.0,2.0
cartman,1.0,0.0
detonation,1.0,0.0
shatnerism,1.0,0.0
governor's,1.0,1.0
baking,1.0,1.0
how'd,1.0,0.0
heder,3.0,0.0
hader,1.0,0.0
heders,1.0,0.0
kelippoth,2.0,0.0
sitra,1.0,0.0
achra,1.0,0.0
wannabee,1.0,2.0
renea,2.0,0.0
practitioner,3.0,1.0
befriending,2.0,1.0
reso,1.0,0.0
spoofing,2.0,5.0
quivering,1.0,5.0
twig,2.0,0.0
landy,1.0,1.0
lovestruck,1.0,1.0
jasmine's,1.0,0.0
ignite,2.0,0.0
dostoyevsky,2.0,0.0
dostoyevky,1.0,0.0
sunrise,3.0,26.0
irksome,1.0,3.0
'stories',1.0,0.0
overlap,1.0,1.0
drea,1.0,1.0
dematteo,1.0,0.0
staten,1.0,2.0
j'taime,1.0,0.0
ratner,2.0,0.0
portman's,1.0,1.0
almonds,1.0,0.0
roughneck,1.0,1.0
incursions,1.0,1.0
deter,2.0,4.0
sitter,6.0,2.0
mariana,3.0,3.0
klaveno,1.0,2.0
tangos,1.0,1.0
tots,1.0,4.0
aldrich,1.0,1.0
nahh,1.0,0.0
excursus,1.0,0.0
tides,1.0,7.0
unorthodox,2.0,9.0
ethical,1.0,5.0
peopling,1.0,0.0
bastketball,1.0,0.0
perscription,1.0,0.0
wencher,1.0,0.0
diaries',1.0,0.0
joanie,1.0,2.0
shriver,1.0,1.0
joanie's,2.0,0.0
quashes,1.0,0.0
materialises,2.0,0.0
acquitted,2.0,2.0
counsel,1.0,5.0
cobbling,1.0,0.0
mockingbird,1.0,2.0
costa,2.0,5.0
gavras's,1.0,0.0
swamplands,1.0,1.0
postscript,2.0,3.0
plagiarised,1.0,0.0
cannibalised,1.0,0.0
underwood,2.0,5.0
reversing,1.0,3.0
seals,2.0,0.0
perceptive,1.0,8.0
humility,1.0,5.0
decorum,1.0,1.0
memo,1.0,1.0
channy,1.0,0.0
oneself,2.0,5.0
vienna,1.0,19.0
narrowly,1.0,6.0
riviera,1.0,0.0
destructiveness,1.0,1.0
riveria,1.0,0.0
koyaanisqatsi,2.0,1.0
seaquest,1.0,1.0
catalogued,1.0,0.0
panacea,2.0,0.0
licensing,1.0,0.0
kombat,1.0,2.0
annihilation,1.0,0.0
limey,1.0,1.0
nightwatch,1.0,0.0
parsifal,1.0,9.0
knappertsbusch,1.0,0.0
syberberg's,1.0,0.0
syberberg,2.0,4.0
amfortas,1.0,1.0
klingsor,1.0,2.0
spiritually,1.0,4.0
semitism,1.0,2.0
aprile,2.0,0.0
edgeways,1.0,0.0
tickling,1.0,1.0
slag,1.0,0.0
morettiism,1.0,0.0
trapper,2.0,2.0
chariots,1.0,1.0
lorded,2.0,0.0
colonialists,1.0,0.0
conscripted,1.0,1.0
continental,1.0,5.0
dobbs,1.0,2.0
mcconnahay,1.0,0.0
natassja,1.0,0.0
yorkshire,1.0,3.0
dillon's,3.0,1.0
meaninglessly,1.0,1.0
corigliano's,1.0,0.0
mismanagement,1.0,1.0
musket,1.0,0.0
regains,3.0,0.0
indefinite,1.0,0.0
hulya,1.0,0.0
avsar,1.0,0.0
harmonized,1.0,0.0
vildan,1.0,0.0
atasever,1.0,0.0
londoners,2.0,1.0
kendall,5.0,6.0
amann,2.0,0.0
marmont,3.0,0.0
trickery,2.0,3.0
elsie,1.0,0.0
virtuality,1.0,0.0
pegasus,1.0,3.0
pt,2.0,1.0
schwarzenegger's,2.0,2.0
'sneak,1.0,0.0
preview',1.0,0.0
cullen,2.0,1.0
jame's,1.0,0.0
shined,2.0,1.0
ashlee,1.0,0.0
basks,1.0,0.0
rasuk,3.0,6.0
aerobicide,2.0,0.0
silicons,1.0,0.0
fitness,1.0,1.0
spa,2.0,2.0
bustiest,1.0,0.0
upwards,2.0,2.0
barbecued,1.0,0.0
existences,1.0,1.0
exerted,2.0,2.0
sloughed,1.0,0.0
sceptic,1.0,1.0
fairytale,2.0,11.0
sontag's,1.0,0.0
solemnly,1.0,1.0
intoned,1.0,0.0
intonations,1.0,3.0
surrogate,3.0,12.0
domineering,2.0,8.0
laboratories,1.0,1.0
outposts,1.0,0.0
misanthropes,1.0,0.0
cloned,1.0,1.0
casa,9.0,8.0
hickland,2.0,0.0
yor,1.0,0.0
winnie,1.0,1.0
realtor,2.0,2.0
giordano's,1.0,0.0
nympho,2.0,1.0
boat's,1.0,0.0
repairs,2.0,4.0
sown,1.0,1.0
twistings,1.0,0.0
snout,1.0,0.0
penetrating,1.0,5.0
suffocating,2.0,3.0
bulge,1.0,1.0
neck's,1.0,0.0
hasselhoff's,1.0,0.0
blair's,4.0,0.0
diseased,2.0,1.0
stuntmen,1.0,4.0
chants,4.0,2.0
'ten,1.0,0.0
surfaces,2.0,1.0
wrinkling,1.0,0.0
grimacing,1.0,0.0
puritanism,1.0,1.0
codger,2.0,0.0
auctioned,2.0,0.0
slab,2.0,1.0
sinful,4.0,1.0
sayuri's,3.0,0.0
nobu,1.0,0.0
contrasts,4.0,14.0
moag,9.0,0.0
peking,1.0,2.0
gunked,1.0,0.0
observances,1.0,0.0
chiyo,1.0,0.0
suzuka,1.0,0.0
ohgo,1.0,0.0
individualism,1.0,1.0
geometrical,1.0,2.0
auspicious,1.0,2.0
shroud,1.0,1.0
villages,2.0,6.0
adjunct,1.0,0.0
ramifications,1.0,2.0
ostracized,1.0,1.0
resorted,1.0,1.0
xanadu,1.0,0.0
subsidize,2.0,0.0
funneled,1.0,1.0
arahan,2.0,0.0
chow's,1.0,0.0
yimou,1.0,0.0
yoon,3.0,0.0
conquered,3.0,5.0
asumi,1.0,0.0
seung,1.0,0.0
ryoo,1.0,0.0
gerrit,1.0,0.0
busby,2.0,21.0
grape,2.0,6.0
golddiggers,1.0,0.0
crackhead,1.0,0.0
'blade,1.0,1.0
runner',1.0,0.0
hideo,1.0,4.0
nakata's,1.0,2.0
hongurai,1.0,0.0
mizu,1.0,0.0
soko,1.0,0.0
oodishon,1.0,0.0
tingling,1.0,3.0
tinseltown,1.0,0.0
arye,1.0,0.0
wheeling,4.0,0.0
materialgo,1.0,0.0
jeane,1.0,1.0
lamarre,1.0,0.0
ullman,1.0,9.0
'hip',1.0,0.0
'big',1.0,1.0
crystal's,1.0,1.0
richardson's,1.0,1.0
rubell,1.0,0.0
debney,1.0,0.0
baylock,1.0,0.0
sever,1.0,0.0
stivic,1.0,0.0
countered,1.0,3.0
bunker's,1.0,0.0
struthers,2.0,0.0
penetrator,1.0,0.0
prototypical,1.0,2.0
smidgen,2.0,0.0
fetishists,1.0,0.0
'gaira',2.0,0.0
'wrestling',1.0,0.0
'all',1.0,0.0
d'amato's,1.0,0.0
cro,1.0,0.0
entrailing,1.0,0.0
'speak',1.0,0.0
gawked,1.0,1.0
women',1.0,0.0
reverb,1.0,0.0
agy,1.0,0.0
meditating,1.0,1.0
enya,2.0,0.0
gci,1.0,1.0
disinformation,2.0,0.0
mystics,2.0,0.0
paradigm,1.0,5.0
heidelberg,1.0,0.0
universes,1.0,0.0
glazed,2.0,0.0
katsuhito's,1.0,0.0
samehada,1.0,0.0
otoko,1.0,0.0
momojiri,1.0,0.0
tarentino's,3.0,1.0
ishii's,1.0,0.0
crackled,1.0,0.0
gashuin,2.0,0.0
tatsuya,1.0,1.0
agent's,1.0,1.0
talkiest,1.0,1.0
directer,2.0,3.0
flimsiest,1.0,1.0
'royale,1.0,0.0
cheese',1.0,0.0
strummer's,2.0,0.0
voice',1.0,1.0
contender,2.0,6.0
bared,2.0,1.0
theyu,1.0,0.0
watcheable,1.0,0.0
ishiro,1.0,0.0
expo,1.0,0.0
glancing,1.0,4.0
akira,3.0,16.0
takarada,2.0,0.0
hiroshi,1.0,1.0
inagaki's,1.0,1.0
chushingura,1.0,0.0
eisei,1.0,0.0
amamoto,1.0,0.0
mie,1.0,2.0
hama,1.0,0.0
mineral,1.0,0.0
deposits,1.0,1.0
minerals,1.0,0.0
circuitry,1.0,0.0
chirpy,2.0,2.0
newest,2.0,7.0
booming,2.0,1.0
competitors,2.0,6.0
karadzic,1.0,0.0
bosnian,4.0,0.0
parliament's,1.0,0.0
sdp,2.0,0.0
segregated,1.0,0.0
referendum,1.0,1.0
secession,1.0,0.0
idap,2.0,0.0
alija,1.0,0.0
izetbegovic,2.0,0.0
stth,1.0,0.0
mein,2.0,3.0
kampf,1.0,0.0
religion',1.0,0.0
fikret,1.0,0.0
abdic,2.0,0.0
dains,1.0,0.0
avril,1.0,1.0
lavigne,1.0,0.0
stumping,1.0,0.0
valor,2.0,1.0
dumbstruck,1.0,1.0
proposition,2.0,7.0
soprano's,1.0,0.0
briefs,1.0,0.0
liotta's,2.0,2.0
gnashing,1.0,0.0
incarnate,1.0,4.0
supremes,1.0,0.0
grittier,1.0,3.0
injecting,3.0,2.0
o'steen,1.0,0.0
neophyte,1.0,1.0
stix,5.0,1.0
satin,2.0,1.0
unwisely,1.0,3.0
mayfield,1.0,3.0
lonette,2.0,2.0
dorian,1.0,1.0
harewood,1.0,0.0
cara,3.0,3.0
exudes,4.0,16.0
stylist,1.0,0.0
pudor,1.0,0.0
lagrimas,1.0,0.0
dared,3.0,8.0
dealed,1.0,0.0
pleaser,3.0,6.0
serrano,3.0,2.0
mocks,2.0,3.0
reflexion,1.0,2.0
dionne,1.0,0.0
marionettes,2.0,0.0
interrelations,1.0,0.0
pertains,1.0,0.0
erstwhile,2.0,2.0
horoscope,1.0,0.0
unemotional,2.0,7.0
furrowed,1.0,0.0
sonny's,1.0,0.0
hawks',2.0,0.0
hawks,3.0,6.0
reverie,1.0,1.0
contemporaries,2.0,9.0
thrall,1.0,1.0
primates,2.0,0.0
effecting,1.0,2.0
visual',1.0,0.0
demurs,2.0,0.0
wrested,1.0,0.0
caine's,6.0,9.0
rushing,4.0,10.0
comports,1.0,0.0
shue's,1.0,1.0
sun',1.0,0.0
brolin,6.0,1.0
slotnick,1.0,0.0
randle,1.0,3.0
janice,1.0,7.0
momentary,2.0,2.0
hah,4.0,0.0
khans,1.0,0.0
bharathi,1.0,0.0
susham,1.0,0.0
alok,1.0,2.0
nath,1.0,2.0
dalip,1.0,0.0
ravi,4.0,0.0
kaajal,3.0,0.0
becoems,1.0,0.0
ravis,1.0,0.0
raja,1.0,5.0
picturisations,1.0,1.0
sochenge,1.0,0.0
tumhe,1.0,0.0
pyar,3.0,3.0
clank,1.0,1.0
outings,1.0,6.0
goblin,2.0,0.0
deflated,1.0,3.0
velma,1.0,1.0
discredit,3.0,3.0
priety,2.0,0.0
preity,1.0,3.0
salman's,1.0,0.0
nakhras,1.0,0.0
ite,1.0,0.0
workdays,1.0,0.0
network's,1.0,0.0
cbs',1.0,0.0
lake's,1.0,0.0
christmanish,1.0,0.0
cattrall,1.0,0.0
alloimono,1.0,0.0
stous,1.0,0.0
neous,1.0,0.0
loops,1.0,2.0
pursuits,1.0,3.0
irving,3.0,19.0
klaw's,1.0,0.0
dukey,1.0,0.0
flyswatter,1.0,0.0
bettiefile,1.0,0.0
'power,1.0,0.0
cavalier,1.0,3.0
conclusive,1.0,3.0
plant's,1.0,0.0
hesitancy,1.0,0.0
apologetically,1.0,1.0
baptists,6.0,0.0
jello,1.0,3.0
'inside,1.0,0.0
joke',1.0,0.0
stomaching,1.0,0.0
hess's,1.0,1.0
groaner,2.0,0.0
summery,1.0,2.0
hail,6.0,6.0
wrongggg,1.0,0.0
skate,2.0,0.0
twirly,1.0,0.0
illigal,1.0,0.0
defeatist,1.0,1.0
aeroplane,1.0,1.0
beamont,3.0,0.0
defeatism,1.0,0.0
squadrons,1.0,0.0
loutishness,1.0,0.0
'piece,2.0,1.0
cake',2.0,0.0
glory',1.0,2.0
'bravery',1.0,0.0
'cowardice',1.0,0.0
damnedness,1.0,0.0
'glory',1.0,0.0
squadron,3.0,0.0
exponents,1.0,0.0
typhoon,1.0,1.0
michalka,2.0,0.0
gallinger,1.0,0.0
trevino,1.0,0.0
alyson's,1.0,0.0
flossing,1.0,0.0
maaan,1.0,0.0
namaste,1.0,0.0
ar,1.0,1.0
rahman,1.0,1.0
dev,1.0,6.0
sjunde,1.0,0.0
inseglet,1.0,0.0
revamp,1.0,0.0
helsing's,2.0,0.0
etching,1.0,0.0
flourish,2.0,4.0
carven,1.0,0.0
lussier,2.0,0.0
glassy,1.0,1.0
fillion,4.0,0.0
succulent,1.0,0.0
fitzpatrick,1.0,2.0
jeri,1.0,1.0
millar,3.0,3.0
waddell,1.0,1.0
respectably,1.0,2.0
cusp,1.0,3.0
adobe,1.0,2.0
prohibited,1.0,1.0
pothead,1.0,1.0
lansbury's,1.0,1.0
manipulations,1.0,1.0
gloss,2.0,9.0
harmlessness,1.0,0.0
lou's,1.0,0.0
avg,2.0,0.0
vernon's,1.0,0.0
crudup,1.0,0.0
jupiter's,1.0,0.0
urn,1.0,0.0
skirmish,1.0,1.0
whoo,2.0,1.0
narrators,2.0,1.0
o'sullivan's,1.0,1.0
romcomic,1.0,0.0
satisfactorily,4.0,3.0
amiably,1.0,0.0
featurette,1.0,8.0
fubar,1.0,0.0
submitting,2.0,1.0
deluders,1.0,0.0
heroes',1.0,1.0
immunity,1.0,3.0
wiley,1.0,1.0
fudds,1.0,0.0
innumerable,3.0,2.0
delays,1.0,1.0
dynamo,1.0,2.0
chaimsaw,1.0,0.0
loust,1.0,0.0
internalizes,1.0,0.0
bohemians,1.0,1.0
liberation,4.0,5.0
socialistic,1.0,0.0
'radicalism',1.0,0.0
controversies,2.0,2.0
reliquary,1.0,0.0
'fourth,1.0,0.0
wall',1.0,0.0
playfulness,1.0,3.0
elicits,2.0,3.0
ringwald's,1.0,0.0
raffy,1.0,2.0
sixteenth,1.0,2.0
agendas,2.0,2.0
trenchard,1.0,0.0
coincidently,1.0,2.0
exploitations,1.0,0.0
enclosure,1.0,0.0
o'ahu,1.0,0.0
sarsgaard,6.0,0.0
pittsburgh,5.0,0.0
misrepresented,1.0,0.0
sarsgaard's,1.0,0.0
pepperoni,1.0,0.0
talmud,1.0,0.0
avigdor,4.0,0.0
hadass,4.0,0.0
hadass',1.0,0.0
avigdor's,1.0,0.0
anschel,5.0,0.0
lashes,2.0,3.0
giveaways,1.0,0.0
unacceptable,6.0,3.0
scrapped,2.0,0.0
respectfully,2.0,4.0
cant',1.0,0.0
'worse,1.0,0.0
ichi,2.0,3.0
jawed,3.0,1.0
excursionists,1.0,0.0
policticly,1.0,0.0
divison,1.0,0.0
slezy,1.0,0.0
disase,1.0,0.0
proplems,1.0,0.0
ughhhh,1.0,0.0
humilation,1.0,0.0
brillent,1.0,0.0
conculsion,1.0,0.0
restaraunt,1.0,0.0
gaskell,1.0,0.0
harriet,3.0,34.0
fourthly,1.0,0.0
mucked,1.0,0.0
fifthly,1.0,0.0
elton's,1.0,0.0
confusingly,1.0,0.0
'daydream',1.0,0.0
igniting,1.0,1.0
lightsabers,1.0,0.0
disgraces,2.0,1.0
potion,1.0,3.0
ivanhoe,1.0,0.0
pimpernel,1.0,2.0
puhleasssssee,1.0,0.0
writter,1.0,0.0
tenuta's,1.0,0.0
reinhold,1.0,5.0
ingrid's,1.0,0.0
maid's,1.0,2.0
dopiness,1.0,0.0
'unendurable',1.0,0.0
roget,1.0,0.0
nina,4.0,23.0
bmws,2.0,0.0
poalher,2.0,0.0
bullheaded,1.0,0.0
negate,1.0,2.0
bittinger,1.0,0.0
dramedy,1.0,4.0
tyrant,1.0,6.0
deft,1.0,12.0
becall,1.0,0.0
splendour,1.0,2.0
lalo,1.0,1.0
schifrin's,1.0,0.0
partook,1.0,0.0
ceilings,3.0,0.0
beems,1.0,0.0
erections,1.0,0.0
ambushes,1.0,1.0
youre,1.0,1.0
shambling,4.0,0.0
meatlovers,1.0,0.0
phillipenes,1.0,0.0
ponds,1.0,0.0
moats,1.0,0.0
octagon,1.0,0.0
couldve,1.0,0.0
shouldve,1.0,0.0
chart,1.0,1.0
plimpton,2.0,1.0
neuromuscular,1.0,0.0
diametrically,1.0,2.0
amputee,2.0,1.0
harrelson,4.0,1.0
hustlers,1.0,0.0
bartend,1.0,0.0
loosed,1.0,1.0
squashing,1.0,0.0
beretta's,1.0,0.0
franko's,1.0,0.0
bodybuilders,2.0,0.0
pushers,1.0,0.0
columbu's,1.0,0.0
kin,2.0,4.0
almoust,1.0,0.0
iaac,1.0,0.0
welling,1.0,2.0
weaned,1.0,2.0
transpire,1.0,1.0
neha,2.0,2.0
dubey,1.0,0.0
'effects',1.0,0.0
feather,5.0,10.0
muff,1.0,0.0
guillespe,2.0,0.0
andoheb,3.0,0.0
mehemet,1.0,0.0
ananka,1.0,0.0
karnak,1.0,0.0
subservient,3.0,1.0
biding,1.0,0.0
wed,3.0,6.0
covets,1.0,0.0
kharis',1.0,0.0
bannings,2.0,0.0
endangering,1.0,1.0
loused,1.0,1.0
frolicking,3.0,1.0
odlly,1.0,0.0
traumatizing,1.0,1.0
goonies',3.0,0.0
drawers,1.0,1.0
proposal,2.0,8.0
sprite,1.0,0.0
olde,1.0,2.0
scrooge,11.0,38.0
slamming,2.0,2.0
offset,2.0,6.0
haver,1.0,4.0
dailey,1.0,1.0
haver's,1.0,0.0
elfriede,1.0,0.0
jelinek,1.0,0.0
debased,1.0,2.0
'gobble,2.0,0.0
gobble',2.0,0.0
orthographic,1.0,0.0
bubbling,2.0,4.0
kohut,1.0,0.0
accoladed,1.0,0.0
authoress,1.0,1.0
stony,1.0,1.0
hither,1.0,0.0
thither,1.0,0.0
handbags,1.0,0.0
gravelly,1.0,2.0
leitmotif,1.0,3.0
elrika's,1.0,0.0
'low,2.0,1.0
voltage',1.0,0.0
leisure,1.0,2.0
elrika,1.0,0.0
recital,1.0,3.0
'cherchez,1.0,0.0
femme',1.0,0.0
characterised,2.0,4.0
hostility,1.0,6.0
discouragement,1.0,0.0
hanky,1.0,0.0
panky,1.0,0.0
lovesick,1.0,0.0
chillingly,2.0,8.0
genital,1.0,2.0
rink,1.0,0.0
'baby,1.0,1.0
gravy',1.0,0.0
desirous,1.0,0.0
barfed,1.0,0.0
erika's,2.0,1.0
renewing,1.0,0.0
declarations,1.0,0.0
expatiate,1.0,0.0
'prefer,1.0,0.0
to',1.0,0.0
parentally,1.0,0.0
longs,1.0,8.0
ineffectively,1.0,0.0
belatedly,1.0,1.0
soiling,1.0,0.0
lacerated,1.0,0.0
muetos,1.0,0.0
logistics,2.0,0.0
transporting,2.0,3.0
priced,4.0,6.0
osa,6.0,0.0
johnsons',5.0,0.0
woolsey's,1.0,0.0
muir,2.0,1.0
bwana,1.0,0.0
'congorilla',3.0,0.0
'wild',1.0,0.0
pygmy,1.0,0.0
conjoined,1.0,1.0
scat,3.0,1.0
perceptions,1.0,6.0
fruity,2.0,0.0
hackbarth,1.0,0.0
surname,2.0,2.0
timbrook,1.0,0.0
carraway,1.0,0.0
wacko,2.0,4.0
donor,3.0,0.0
skanky,1.0,0.0
buckaroo,1.0,2.0
banzai,1.0,4.0
sensations,1.0,0.0
unworkable,1.0,0.0
deflates,1.0,0.0
buddhism,1.0,5.0
elsei'll,1.0,0.0
synthesized,2.0,1.0
schizoid,1.0,0.0
todays',1.0,0.0
pathology,1.0,2.0
part's,1.0,1.0
damion,1.0,1.0
line's,1.0,2.0
towelhead,5.0,0.0
originates,1.0,1.0
erian,1.0,0.0
wharton,1.0,0.0
towelhead's,1.0,0.0
superlatives,1.0,2.0
edgerton,2.0,0.0
watts,1.0,6.0
harshness,1.0,6.0
soderberghian,1.0,0.0
tinseltown's,1.0,2.0
irresistibly,1.0,3.0
pakula,1.0,0.0
indulging,2.0,4.0
mediocrities,1.0,0.0
bratt,1.0,0.0
incompetente,1.0,0.0
oceanic,1.0,0.0
grandness,1.0,0.0
charlatan,1.0,2.0
humanist,1.0,2.0
elitists,1.0,1.0
latent,2.0,0.0
proleteriat,1.0,0.0
siding,1.0,1.0
uninformed,1.0,3.0
wearers,1.0,0.0
marge's,1.0,0.0
castro's,1.0,3.0
that'd,2.0,2.0
mongrel,1.0,0.0
pol,1.0,1.0
rateyourmusic,1.0,0.0
fedor,1.0,0.0
eventless,1.0,0.0
unsuited,1.0,1.0
agnieszka,1.0,1.0
vesica,1.0,0.0
demure,2.0,1.0
misunderstands,1.0,1.0
lensman,4.0,5.0
pastiches,1.0,1.0
'thundercats',1.0,0.0
kimball,1.0,0.0
kinnison,1.0,0.0
galactic,2.0,3.0
schoolchildren,1.0,2.0
academia,1.0,1.0
communities,3.0,8.0
faculty,1.0,2.0
dispute,3.0,6.0
gamestop's,1.0,0.0
owing,3.0,4.0
chute,2.0,0.0
prolongs,1.0,0.0
threepenny,2.0,1.0
illlinois,1.0,0.0
hjitler,1.0,0.0
prompter's,1.0,0.0
lotte,1.0,0.0
lenya,1.0,0.0
polygram,1.0,0.0
hips,1.0,6.0
queen',4.0,2.0
scenification,1.0,0.0
dallasian,1.0,0.0
forsythian,1.0,0.0
unpalatable,2.0,0.0
erman,1.0,0.0
starsky,1.0,2.0
hutch,1.0,1.0
negligent,2.0,2.0
renewals,1.0,0.0
which's,1.0,0.0
squawking,1.0,0.0
tovah,1.0,0.0
feldshuh,1.0,0.0
nooooo,2.0,1.0
torah,1.0,0.0
patinkin,1.0,3.0
patinkin's,1.0,0.0
chimera,2.0,0.0
funhouse,1.0,5.0
almightly,1.0,1.0
deadpool,3.0,0.0
telekenisis,1.0,0.0
coordinators,1.0,1.0
wth,1.0,1.0
shrugged,1.0,0.0
quicksilver,1.0,1.0
rayed,1.0,0.0
marvel's,1.0,0.0
awakes,1.0,2.0
chipmunks,1.0,0.0
avowed,1.0,0.0
fabricate,1.0,1.0
jilted,1.0,1.0
kostner,1.0,0.0
shiloh,2.0,0.0
revolvers,2.0,1.0
fanned,1.0,0.0
yetis,3.0,0.0
waddling,1.0,2.0
javelin,1.0,0.0
pitchforks,1.0,0.0
renumber,1.0,0.0
'texas,1.0,1.0
massacre',1.0,2.0
frogging',1.0,0.0
preoccupied,2.0,0.0
cuties,2.0,0.0
uso,3.0,0.0
gh,1.0,3.0
lindstrom,1.0,0.0
parochial,1.0,0.0
church's,1.0,1.0
dogmatic,2.0,2.0
novella,2.0,12.0
lim,2.0,0.0
february,1.0,4.0
eurasian,2.0,0.0
ananda,1.0,0.0
everingham,1.0,0.0
eurasians,2.0,0.0
associating,1.0,1.0
anglified,1.0,0.0
singaporeans,1.0,0.0
sustaining,1.0,3.0
incredulities,1.0,0.0
chen,2.0,8.0
curiosity's,1.0,0.0
subgenera,1.0,0.0
empowered,1.0,0.0
edgier,1.0,2.0
regurgitate,1.0,1.0
indoctrinated,4.0,0.0
exaggerations,1.0,4.0
satirizing,2.0,2.0
discretions,1.0,0.0
wring,1.0,1.0
relatable,3.0,6.0
mena,3.0,0.0
vibrators,1.0,0.0
baring,1.0,0.0
toothbrushes,2.0,0.0
consilation,1.0,0.0
commodus,1.0,0.0
walsh,3.0,42.0
coffeshop,2.0,0.0
saviour,2.0,1.0
treeline,1.0,0.0
z',2.0,0.0
'z,1.0,0.0
plan',1.0,0.0
alaskan,1.0,3.0
privates,2.0,2.0
cone,1.0,1.0
whisking,1.0,1.0
flaming,2.0,2.0
'gammera,1.0,0.0
strenuously,1.0,0.0
palmer,2.0,6.0
posterity,1.0,0.0
deductive,1.0,1.0
bumbles,1.0,1.0
bronson's,1.0,0.0
watson's,1.0,4.0
lengthen,1.0,1.0
sixgun,1.0,0.0
babysat,1.0,0.0
future's,1.0,0.0
dumber's,1.0,0.0
ridge,1.0,2.0
wayans's,1.0,0.0
masterpeice,1.0,2.0
havn't,1.0,1.0
informercial,1.0,0.0
malamud,1.0,1.0
screwiest,1.0,0.0
robes,1.0,2.0
camels,2.0,0.0
caverns,2.0,1.0
nightstick,1.0,0.0
beck's,1.0,0.0
mstified,1.0,0.0
prettily,1.0,0.0
skynet,1.0,0.0
powering,1.0,2.0
scientist's,1.0,2.0
compatriots,1.0,2.0
hunh,2.0,0.0
homunculi,1.0,0.0
pristine,2.0,6.0
rankers,1.0,0.0
acquit,4.0,3.0
ponderously,1.0,0.0
'feminine,1.0,0.0
intuition',1.0,0.0
disposes,1.0,2.0
pipsqueak,1.0,1.0
'modelled,1.0,0.0
'as,2.0,3.0
as',1.0,0.0
'buses',1.0,0.0
'bus',1.0,0.0
sincerest,1.0,2.0
flattered,1.0,0.0
scaaary,1.0,0.0
paw,1.0,0.0
maybee,1.0,0.0
carraway's,1.0,0.0
screams',1.0,0.0
seenacting,1.0,0.0
eclectic,1.0,7.0
lettieri,2.0,0.0
bastard's,1.0,0.0
novelization,1.0,0.0
eccentricity,2.0,1.0
manservant,1.0,3.0
apache,1.0,0.0
pancho,1.0,0.0
empathizing,1.0,0.0
looooooooong,1.0,0.0
'beauty,1.0,3.0
beast',1.0,3.0
dreamers,1.0,0.0
'moral',1.0,2.0
'symbolism',1.0,0.0
carnality,1.0,3.0
waystation,2.0,0.0
fenner,1.0,0.0
muck,2.0,3.0
blender,2.0,0.0
gozilla,1.0,0.0
toly,1.0,0.0
adulteress,1.0,2.0
absolutly,1.0,2.0
hummer,1.0,2.0
stuningly,1.0,0.0
marshmallows,1.0,0.0
ok'd,1.0,0.0
shorted,1.0,0.0
campfest,1.0,0.0
scanned,1.0,1.0
lepus,1.0,0.0
jaye,1.0,1.0
psychobabble,2.0,0.0
skinnerfeel,1.0,0.0
dessert,1.0,2.0
jackets,5.0,1.0
cantina,2.0,1.0
goofiness,1.0,1.0
universalsoldier,1.0,0.0
downsizing,1.0,0.0
endangered,1.0,7.0
supercomputer,2.0,0.0
activates,3.0,0.0
'phoned,1.0,1.0
in',2.0,5.0
glamorously,1.0,1.0
ladies',2.0,6.0
posteriors,1.0,1.0
southerly,1.0,0.0
dateless,1.0,0.0
seller's,1.0,2.0
demonstrably,1.0,0.0
contributers,1.0,0.0
'steve,1.0,0.0
character',2.0,1.0
'balderdash',1.0,0.0
sellars,1.0,0.0
treasured,1.0,8.0
saucers,1.0,0.0
ufologist,1.0,0.0
't,2.0,0.0
robowar,1.0,0.0
l'altro,1.0,0.0
spirit's,1.0,3.0
artisan's,2.0,0.0
repairman,1.0,1.0
recommends,1.0,1.0
goat's,1.0,1.0
practises,2.0,0.0
newspaper's,1.0,3.0
grainger,1.0,1.0
sponge,4.0,0.0
comedians',1.0,2.0
polynesian,2.0,0.0
polynesians,1.0,0.0
taxpayers',1.0,0.0
reglamentary,1.0,0.0
kusminsky's,2.0,0.0
feinnnes,1.0,0.0
angellic,1.0,0.0
melon,2.0,0.0
breasted,2.0,2.0
heffer,1.0,0.0
linton,1.0,0.0
gellar's,1.0,0.0
fitch,1.0,2.0
donners,1.0,0.0
miscasted,1.0,0.0
